age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,was_previously_contacted,last_contact_category,previous_contact_category,client_status
29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,2,251,5,failure,no,1,long_ago,many_times,failure
31,management,married,secondary,no,0,no,no,cellular,29,jan,2,160,2,failure,no,1,long_ago,few_times,failure
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,2,227,1,failure,no,1,long_ago,contacted_once,failure
44,management,married,secondary,no,488,no,yes,cellular,29,jan,2,183,11,failure,no,1,long_ago,many_times,failure
34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jan,2,184,5,failure,no,1,long_ago,many_times,failure
33,blue-collar,married,primary,no,902,yes,no,cellular,29,jan,2,247,2,failure,no,1,long_ago,few_times,failure
36,technician,married,secondary,no,1508,no,no,cellular,29,jan,2,185,8,failure,no,1,long_ago,many_times,failure
26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,3,246,1,failure,no,1,long_ago,contacted_once,failure
28,student,single,secondary,no,24,yes,no,cellular,29,jan,2,196,2,failure,no,1,long_ago,few_times,failure
35,technician,divorced,secondary,yes,362,no,no,cellular,29,jan,2,240,8,other,no,1,long_ago,many_times,failure
33,services,single,secondary,no,772,yes,no,cellular,29,jan,2,259,3,success,no,1,long_ago,few_times,failure
30,management,married,tertiary,no,112,yes,no,cellular,29,jan,2,258,1,other,no,1,long_ago,contacted_once,failure
57,management,divorced,tertiary,no,1016,yes,no,cellular,29,jan,2,234,5,failure,no,1,long_ago,many_times,failure
29,management,married,tertiary,no,1366,yes,no,cellular,29,jan,2,245,3,failure,no,1,long_ago,few_times,failure
32,services,married,secondary,no,356,yes,no,cellular,29,jan,2,223,5,failure,no,1,long_ago,many_times,failure
37,management,divorced,secondary,no,414,no,no,cellular,29,jan,2,162,4,failure,no,1,long_ago,many_times,failure
50,blue-collar,married,primary,no,2142,yes,no,cellular,29,jan,2,224,1,other,no,1,long_ago,contacted_once,failure
40,technician,single,secondary,no,822,yes,yes,cellular,29,jan,2,245,3,failure,no,1,long_ago,few_times,failure
32,technician,single,secondary,no,337,yes,no,cellular,29,jan,2,261,1,other,no,1,long_ago,contacted_once,failure
48,technician,married,secondary,no,101,yes,no,cellular,29,jan,2,192,3,failure,no,1,long_ago,few_times,failure
45,technician,single,secondary,no,-55,no,no,cellular,29,jan,3,197,1,failure,no,1,long_ago,contacted_once,failure
31,technician,single,secondary,no,304,no,no,cellular,29,jan,2,160,2,other,no,1,long_ago,few_times,failure
27,blue-collar,single,secondary,yes,81,no,yes,cellular,29,jan,2,205,2,success,no,1,long_ago,few_times,failure
47,blue-collar,married,primary,no,613,yes,no,cellular,29,jan,3,255,2,other,no,1,long_ago,few_times,failure
31,technician,married,tertiary,no,702,no,yes,cellular,29,jan,3,182,29,failure,no,1,long_ago,many_times,failure
45,admin.,married,primary,no,-407,yes,yes,cellular,29,jan,2,224,18,other,no,1,long_ago,many_times,failure
32,blue-collar,married,primary,no,2291,yes,yes,cellular,29,jan,3,182,24,other,no,1,long_ago,many_times,failure
37,technician,married,secondary,no,1120,yes,no,cellular,29,jan,3,244,5,failure,no,1,long_ago,many_times,failure
47,blue-collar,single,secondary,no,263,yes,yes,cellular,29,jan,2,255,1,other,no,1,long_ago,contacted_once,failure
30,services,single,secondary,yes,-261,yes,no,cellular,29,jan,2,255,1,other,no,1,long_ago,contacted_once,failure
33,services,married,secondary,no,554,yes,no,cellular,29,jan,2,258,1,other,no,1,long_ago,contacted_once,failure
33,admin.,single,secondary,no,303,no,no,cellular,29,jan,2,266,1,failure,no,1,long_ago,contacted_once,failure
32,blue-collar,married,secondary,no,-460,yes,yes,cellular,29,jan,2,206,6,other,no,1,long_ago,many_times,failure
57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,3,246,2,failure,no,1,long_ago,few_times,failure
47,retired,married,tertiary,no,1225,yes,yes,cellular,29,jan,3,227,2,failure,no,1,long_ago,few_times,failure
39,management,single,tertiary,no,4023,yes,no,cellular,29,jan,2,238,8,other,no,1,long_ago,many_times,failure
28,technician,single,secondary,no,8,yes,no,cellular,29,jan,2,254,3,failure,no,1,long_ago,few_times,failure
31,technician,divorced,secondary,no,0,no,no,cellular,29,jan,2,164,4,other,no,1,long_ago,many_times,failure
39,technician,divorced,secondary,no,1333,yes,yes,cellular,29,jan,2,246,1,failure,no,1,long_ago,contacted_once,failure
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,3,188,9,failure,no,1,long_ago,many_times,failure
49,management,single,secondary,no,61,yes,no,cellular,29,jan,2,246,1,failure,no,1,long_ago,contacted_once,failure
33,blue-collar,divorced,secondary,no,880,yes,yes,cellular,29,jan,3,239,1,failure,no,1,long_ago,contacted_once,failure
39,blue-collar,married,secondary,no,360,yes,no,cellular,29,jan,2,260,2,failure,no,1,long_ago,few_times,failure
54,admin.,married,secondary,no,263,no,yes,telephone,29,jan,4,195,7,failure,no,1,long_ago,many_times,failure
35,blue-collar,single,secondary,no,297,yes,no,cellular,29,jan,3,265,4,failure,no,1,long_ago,many_times,failure
26,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,3,262,5,failure,no,1,long_ago,many_times,failure
31,management,single,tertiary,no,1724,yes,no,telephone,29,jan,2,254,1,failure,no,1,long_ago,contacted_once,failure
31,services,single,secondary,no,442,yes,no,cellular,29,jan,3,258,3,failure,no,1,long_ago,few_times,failure
46,management,divorced,tertiary,no,-154,yes,yes,cellular,29,jan,2,247,2,failure,no,1,long_ago,few_times,failure
27,technician,single,secondary,no,223,no,yes,cellular,29,jan,2,192,3,success,no,1,long_ago,few_times,failure
34,technician,married,secondary,no,1137,no,no,cellular,29,jan,2,206,1,other,no,1,long_ago,contacted_once,failure
31,blue-collar,single,primary,no,3466,yes,no,telephone,29,jan,3,183,25,other,no,1,long_ago,many_times,failure
39,management,single,tertiary,no,313,no,yes,cellular,29,jan,5,196,1,other,no,1,long_ago,contacted_once,failure
30,self-employed,married,unknown,no,1712,no,no,cellular,29,jan,3,190,2,failure,no,1,long_ago,few_times,failure
28,self-employed,single,secondary,no,1166,no,yes,cellular,30,jan,3,192,3,other,no,1,long_ago,few_times,failure
34,management,married,tertiary,no,1310,no,no,telephone,30,jan,3,158,7,other,no,1,long_ago,many_times,failure
36,services,married,secondary,no,1053,yes,no,telephone,30,jan,1,259,1,failure,no,1,long_ago,contacted_once,failure
35,blue-collar,married,secondary,no,6411,yes,yes,cellular,30,jan,1,266,2,failure,no,1,long_ago,few_times,failure
35,technician,single,secondary,no,951,yes,no,cellular,30,jan,1,254,1,failure,no,1,long_ago,contacted_once,failure
30,services,married,secondary,no,2212,yes,no,telephone,30,jan,1,249,2,other,no,1,long_ago,few_times,failure
36,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,1,235,1,other,no,1,long_ago,contacted_once,failure
46,management,married,unknown,no,802,yes,no,cellular,30,jan,1,189,1,failure,no,1,long_ago,contacted_once,failure
47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,1,241,1,other,no,1,long_ago,contacted_once,failure
28,admin.,married,secondary,no,-247,yes,yes,cellular,30,jan,1,240,2,failure,no,1,long_ago,few_times,failure
49,management,married,tertiary,no,342,no,no,cellular,30,jan,2,228,1,failure,no,1,long_ago,contacted_once,failure
59,admin.,married,primary,no,879,yes,no,cellular,30,jan,5,259,7,failure,no,1,long_ago,many_times,failure
29,services,single,tertiary,no,737,yes,yes,cellular,30,jan,5,248,1,failure,no,1,long_ago,contacted_once,failure
35,technician,single,tertiary,no,364,no,yes,cellular,30,jan,3,205,3,failure,no,1,long_ago,few_times,failure
35,technician,single,secondary,no,2144,yes,no,cellular,30,jan,2,262,2,failure,no,1,long_ago,few_times,failure
34,technician,divorced,secondary,no,1301,yes,no,cellular,30,jan,2,189,2,failure,no,1,long_ago,few_times,failure
47,technician,divorced,tertiary,no,405,yes,no,cellular,30,jan,1,260,1,failure,no,1,long_ago,contacted_once,failure
26,technician,divorced,tertiary,no,3154,yes,yes,cellular,30,jan,3,248,1,failure,no,1,long_ago,contacted_once,failure
34,technician,divorced,unknown,no,975,yes,no,cellular,30,jan,2,191,1,other,no,1,long_ago,contacted_once,failure
31,technician,single,tertiary,no,236,yes,no,cellular,30,jan,1,259,1,failure,no,1,long_ago,contacted_once,failure
33,technician,married,tertiary,no,525,yes,yes,cellular,30,jan,1,247,1,failure,no,1,long_ago,contacted_once,failure
42,technician,single,secondary,no,60,yes,yes,cellular,30,jan,2,241,1,other,no,1,long_ago,contacted_once,failure
60,admin.,divorced,secondary,no,663,no,yes,cellular,30,jan,3,197,1,other,no,1,long_ago,contacted_once,failure
29,admin.,married,secondary,no,957,yes,yes,cellular,30,jan,2,263,3,failure,no,1,long_ago,few_times,failure
54,blue-collar,single,unknown,no,1555,yes,no,telephone,30,jan,5,248,2,failure,no,1,long_ago,few_times,failure
58,entrepreneur,married,tertiary,no,0,no,yes,cellular,30,jan,1,2,2,other,no,1,recent,few_times,failure
36,unemployed,divorced,secondary,no,5,yes,no,cellular,30,jan,1,2,2,other,no,1,recent,few_times,failure
45,admin.,divorced,secondary,no,440,no,no,cellular,30,jan,1,2,1,other,no,1,recent,contacted_once,failure
50,management,married,tertiary,no,0,no,no,cellular,30,jan,1,205,1,failure,no,1,long_ago,contacted_once,failure
56,management,married,tertiary,no,4,yes,yes,cellular,30,jan,1,2,5,other,no,1,recent,many_times,failure
39,blue-collar,married,primary,no,976,yes,no,cellular,30,jan,1,2,2,other,no,1,recent,few_times,failure
51,entrepreneur,divorced,tertiary,no,58,yes,no,cellular,30,jan,1,2,1,other,no,1,recent,contacted_once,failure
55,blue-collar,married,unknown,no,23,no,no,cellular,30,jan,1,2,3,other,no,1,recent,few_times,failure
55,technician,married,unknown,no,851,yes,no,cellular,30,jan,1,270,2,failure,no,1,long_ago,few_times,failure
39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,1,189,1,failure,no,1,long_ago,contacted_once,failure
46,services,married,secondary,no,417,yes,no,cellular,30,jan,1,2,1,other,no,1,recent,contacted_once,failure
45,management,married,tertiary,no,2363,no,no,cellular,30,jan,1,2,1,other,no,1,recent,contacted_once,failure
54,blue-collar,married,secondary,no,285,yes,yes,telephone,30,jan,1,2,5,other,no,1,recent,many_times,failure
55,retired,married,secondary,no,905,no,no,cellular,30,jan,1,2,1,other,no,1,recent,contacted_once,failure
51,services,married,secondary,no,5699,yes,no,cellular,30,jan,1,270,2,failure,no,1,long_ago,few_times,failure
27,management,single,tertiary,no,1081,no,yes,cellular,30,jan,3,206,2,other,no,1,long_ago,few_times,failure
32,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,2,196,2,other,no,1,long_ago,few_times,failure
31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,2,2,3,other,no,1,recent,few_times,failure
60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,2,2,4,other,no,1,recent,many_times,failure
46,technician,married,secondary,no,198,yes,no,cellular,30,jan,1,2,6,other,no,1,recent,many_times,failure
39,housemaid,married,secondary,no,953,no,no,cellular,30,jan,6,232,3,other,no,1,long_ago,few_times,failure
51,technician,single,secondary,no,527,yes,no,cellular,30,jan,1,2,3,other,no,1,recent,few_times,failure
52,blue-collar,married,primary,no,109,yes,no,cellular,30,jan,4,248,2,failure,no,1,long_ago,few_times,failure
31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,1,2,1,other,no,1,recent,contacted_once,failure
33,blue-collar,single,tertiary,no,457,yes,no,cellular,30,jan,1,191,4,failure,no,1,long_ago,many_times,failure
34,housemaid,single,primary,no,443,no,no,cellular,30,jan,1,2,1,other,no,1,recent,contacted_once,failure
56,services,married,secondary,no,642,yes,no,cellular,30,jan,1,2,3,other,no,1,recent,few_times,failure
36,services,single,secondary,no,511,yes,yes,cellular,30,jan,1,252,1,failure,no,1,long_ago,contacted_once,failure
36,technician,single,secondary,no,317,yes,no,cellular,30,jan,2,266,2,failure,no,1,long_ago,few_times,failure
52,management,married,tertiary,no,1355,yes,no,cellular,30,jan,1,241,1,failure,no,1,long_ago,contacted_once,failure
33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,2,207,1,failure,no,1,long_ago,contacted_once,failure
31,management,married,tertiary,no,1400,yes,no,cellular,30,jan,2,2,1,other,no,1,recent,contacted_once,failure
38,management,married,tertiary,no,-70,yes,no,cellular,30,jan,1,2,3,other,no,1,recent,few_times,failure
26,admin.,single,secondary,no,802,no,no,cellular,30,jan,1,2,2,other,no,1,recent,few_times,failure
57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,3,197,2,failure,no,1,long_ago,few_times,failure
39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,5,248,2,failure,no,1,long_ago,few_times,failure
45,management,married,tertiary,no,-61,no,no,cellular,30,jan,5,172,1,failure,no,1,long_ago,contacted_once,failure
51,admin.,married,secondary,no,0,yes,yes,cellular,30,jan,1,252,1,failure,no,1,long_ago,contacted_once,failure
56,technician,married,primary,no,314,yes,yes,cellular,30,jan,2,2,5,other,no,1,recent,many_times,failure
26,technician,single,tertiary,no,152,no,no,cellular,30,jan,2,2,1,other,no,1,recent,contacted_once,failure
57,technician,married,primary,no,1276,yes,no,cellular,30,jan,1,200,4,failure,no,1,long_ago,many_times,failure
33,technician,married,secondary,no,480,yes,no,cellular,30,jan,1,270,1,other,no,1,long_ago,contacted_once,failure
36,admin.,single,secondary,no,133,no,no,cellular,30,jan,3,228,14,other,no,1,long_ago,many_times,failure
53,admin.,married,secondary,no,-375,yes,no,cellular,30,jan,1,252,1,failure,no,1,long_ago,contacted_once,failure
45,blue-collar,married,unknown,no,909,yes,no,cellular,30,jan,1,262,1,other,no,1,long_ago,contacted_once,failure
57,management,married,tertiary,no,0,no,yes,cellular,30,jan,2,197,2,other,no,1,long_ago,few_times,failure
28,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,2,2,17,other,no,1,recent,many_times,failure
45,entrepreneur,divorced,secondary,no,44,no,yes,cellular,30,jan,2,2,1,other,no,1,recent,contacted_once,failure
48,management,married,tertiary,no,370,yes,no,cellular,30,jan,2,169,2,other,no,1,long_ago,few_times,failure
32,management,married,tertiary,no,943,yes,no,cellular,30,jan,2,2,2,other,no,1,recent,few_times,failure
37,blue-collar,divorced,secondary,no,-175,yes,no,cellular,30,jan,4,266,1,failure,no,1,long_ago,contacted_once,failure
34,blue-collar,single,secondary,no,19833,yes,no,cellular,30,jan,4,252,1,other,no,1,long_ago,contacted_once,failure
49,management,single,tertiary,no,163,yes,no,cellular,30,jan,2,269,3,failure,no,1,long_ago,few_times,failure
53,technician,married,tertiary,no,2336,no,no,telephone,30,jan,2,2,3,other,no,1,recent,few_times,failure
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,2,232,1,failure,no,1,long_ago,contacted_once,failure
26,services,single,secondary,no,512,yes,yes,cellular,30,jan,5,239,3,failure,no,1,long_ago,few_times,failure
41,blue-collar,divorced,secondary,no,-333,yes,no,cellular,30,jan,3,270,2,failure,no,1,long_ago,few_times,failure
31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,6,263,3,failure,no,1,long_ago,few_times,failure
36,admin.,divorced,tertiary,no,281,no,no,cellular,30,jan,2,2,1,other,no,1,recent,contacted_once,failure
47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,2,233,8,other,no,1,long_ago,many_times,failure
46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,4,235,2,failure,no,1,long_ago,few_times,failure
31,management,single,tertiary,no,358,yes,no,cellular,30,jan,3,256,51,failure,no,1,long_ago,many_times,failure
41,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,3,245,3,failure,no,1,long_ago,few_times,failure
30,admin.,married,secondary,no,373,yes,no,cellular,30,jan,2,228,4,other,no,1,long_ago,many_times,failure
46,technician,married,tertiary,no,43,yes,no,telephone,30,jan,3,2,7,other,no,1,recent,many_times,failure
49,management,married,tertiary,no,-969,no,no,cellular,30,jan,2,2,1,other,no,1,recent,contacted_once,failure
28,admin.,married,secondary,no,12,yes,no,cellular,30,jan,3,256,3,other,no,1,long_ago,few_times,failure
30,technician,single,secondary,no,316,yes,yes,cellular,30,jan,2,2,2,other,no,1,recent,few_times,failure
49,management,married,tertiary,no,15,no,no,cellular,30,jan,3,2,2,other,no,1,recent,few_times,failure
28,management,single,tertiary,no,2080,no,no,telephone,30,jan,2,2,1,other,no,1,recent,contacted_once,failure
31,unemployed,single,primary,no,163,no,no,cellular,30,jan,2,2,1,other,yes,1,recent,contacted_once,possible_client_category
33,management,married,tertiary,no,1071,no,no,cellular,2,feb,2,174,4,failure,no,1,long_ago,many_times,failure
29,admin.,single,secondary,no,124,no,no,cellular,2,feb,1,5,2,other,no,1,recent,few_times,failure
36,technician,single,secondary,no,265,yes,yes,cellular,2,feb,1,273,1,failure,no,1,long_ago,contacted_once,failure
53,services,married,secondary,no,660,no,no,cellular,2,feb,1,272,2,failure,no,1,long_ago,few_times,failure
44,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,1,259,2,failure,no,1,long_ago,few_times,failure
40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,1,242,2,failure,yes,1,long_ago,few_times,possible_client_category
31,management,single,tertiary,no,1130,yes,no,cellular,2,feb,1,264,3,failure,no,1,long_ago,few_times,failure
46,technician,married,secondary,no,363,yes,no,cellular,2,feb,1,180,3,failure,no,1,long_ago,few_times,failure
47,technician,married,secondary,no,349,yes,yes,cellular,2,feb,1,273,1,failure,no,1,long_ago,contacted_once,failure
37,blue-collar,married,primary,no,89,yes,no,cellular,2,feb,1,245,4,failure,no,1,long_ago,many_times,failure
